,regions,tech,life,life_notes
14749,NE,R_FZ_UPRIGHT_R,22.0,yrs
14752,NE,R_HPELC_R,15.0,yrs
14760,NE,R_HPHE_ELC_N,15.0,yrs
14788,NE,R_HPHE_GEO_N,14.0,yrs
14816,NE,R_HPST_ELC_N,15.0,yrs
14844,NE,R_HPST_GEO_N,14.0,yrs
14872,NE,R_HPST_NGA_N,15.0,yrs
14879,NE,R_HP_GEO_R,14.0,yrs
14887,NE,R_HP_NGA_N,15.0,yrs
14894,NE,R_HP_NGA_R,15.0,yrs
14898,NE,R_LT_CFLHE_GSL_N,17.0,yrs
14905,NE,R_LT_CFLHE_RFL_N,17.0,yrs
14912,NE,R_LT_CFLST_GSL_N,17.0,yrs
14919,NE,R_LT_CFLST_RFL_N,17.0,yrs
14926,NE,R_LT_CFLST_ROL_N,10.0,yrs
14933,NE,R_LT_CFL_GSL_R,15.0,yrs
14935,NE,R_LT_CFL_RFL_R,12.0,yrs
14937,NE,R_LT_CFL_ROL_R,9.0,yrs
14939,NE,R_LT_HALST_RFL_N,2.0,yrs
14946,NE,R_LT_HALST_ROL_N,2.0,yrs
14953,NE,R_LT_HAL_RFL_R,2.0,yrs
14954,NE,R_LT_HAL_ROL_R,2.0,yrs
14955,NE,R_LT_HIRST_RFL_N,7.0,yrs
14962,NE,R_LT_HIRST_ROL_N,4.0,yrs
14969,NE,R_LT_HIR_RFL_R,6.0,yrs
14970,NE,R_LT_INCST_RFL_N,3.0,yrs
14977,NE,R_LT_INCST_ROL_N,2.0,yrs
14984,NE,R_LT_INC_RFL_R,3.0,yrs
14985,NE,R_LT_INC_ROL_R,2.0,yrs
14986,NE,R_LT_LED60HE_GSL_N,76.0,yrs
14993,NE,R_LT_LED60ST_GSL_N,76.0,yrs
15000,NE,R_LT_LED60_GSL_R,31.0,yrs
15003,NE,R_LT_LEDHE_LUM_N,145.0,yrs
15010,NE,R_LT_LEDHE_RFL_N,77.0,yrs
15017,NE,R_LT_LEDHE_ROL_N,47.0,yrs
15024,NE,R_LT_LEDST_LUM_N,145.0,yrs
15031,NE,R_LT_LEDST_RFL_N,77.0,yrs
15038,NE,R_LT_LEDST_ROL_N,47.0,yrs
15045,NE,R_LT_LLRHE_L2L_N,73.0,yrs
15052,NE,R_LT_LLRST_L2L_N,73.0,yrs
15059,NE,R_LT_T5HE_LFL_N,47.0,yrs
15066,NE,R_LT_T5ST_LFL_N,47.0,yrs
15073,NE,R_LT_T8HE_LFL_N,38.0,yrs
15080,NE,R_LT_T8ST_LFL_N,34.0,yrs
15087,NE,R_LT_T8_LFL_R,29.0,yrs
15090,NE,R_OW_ELC_N,25.0,yrs
15097,NE,R_OW_ELC_R,25.0,yrs
15100,NE,R_RF_BFELC_R,17.0,yrs
15103,NE,R_RF_BFHE_ELC_N,17.0,yrs
15110,NE,R_RF_BFST_ELC_N,17.0,yrs
15117,NE,R_RF_SFELC_R,17.0,yrs
15120,NE,R_RF_SFHE_ELC_N,17.0,yrs
15127,NE,R_RF_SFST_ELC_N,17.0,yrs
15134,NE,R_RF_TFELC_R,17.0,yrs
15137,NE,R_RF_TFHE_ELC_N,17.0,yrs
15144,NE,R_RF_TFST_ELC_N,17.0,yrs
15151,NE,R_SC_CACELC_R,18.0,yrs
15157,NE,R_SC_CACHE_ELC_N,18.0,yrs
15171,NE,R_SC_CACST_ELC_N,18.0,yrs
15185,NE,R_SC_RACELC_R,9.0,yrs
15189,NE,R_SC_RACHE_ELC_N,9.0,yrs
15203,NE,R_SC_RACST_ELC_N,9.0,yrs
15217,NE,R_SH_BLRHE_DISTOIL_N,23.0,yrs
15224,NE,R_SH_BLRHE_NGA_N,25.0,yrs
15231,NE,R_SH_BLRST_DISTOIL_N,23.0,yrs
15238,NE,R_SH_BLRST_NGA_N,25.0,yrs
15245,NE,R_SH_BLR_DISTOIL_R,23.0,yrs
15248,NE,R_SH_BLR_NGA_R,25.0,yrs
15251,NE,R_SH_FDISTOIL_R,26.0,yrs
15254,NE,R_SH_FHE_DISTOIL_N,26.0,yrs
15261,NE,R_SH_FHE_NGA_N,21.0,yrs
15268,NE,R_SH_FLPG_R,21.0,yrs
15271,NE,R_SH_FNGA_R,21.0,yrs
15274,NE,R_SH_FST_DISTOIL_N,26.0,yrs
15281,NE,R_SH_FST_ELC_N,22.0,yrs
15288,NE,R_SH_FST_LPG_N,21.0,yrs
15295,NE,R_SH_FST_NGA_N,21.0,yrs
15302,NE,R_SH_F_ELC_R,22.0,yrs
15305,NE,R_SH_PLTHE_BIO_N,25.0,yrs
15312,NE,R_SH_PLTST_BIO_N,25.0,yrs
15319,NE,R_SH_RESST_ELC_N,22.0,yrs
15326,NE,R_SH_RES_ELC_R,22.0,yrs
15329,NE,R_SH_WHBIO_R,18.0,yrs
15332,NE,R_SH_WHHE_BIO_N,18.0,yrs
15339,NE,R_SH_WHST_BIO_N,18.0,yrs
15346,NE,R_WH_ELC_R,13.0,yrs
15350,NE,R_WH_ERHE_ELC_N,13.0,yrs
15364,NE,R_WH_ERST_ELC_N,13.0,yrs
15378,NE,R_WH_GFHE_NGA_N,13.0,yrs
15385,NE,R_WH_GFST_NGA_N,13.0,yrs
15392,NE,R_WH_GF_NGA_R,13.0,yrs
15394,NE,R_WH_HPHE_ELC_N,13.0,yrs
15401,NE,R_WH_HPST_ELC_N,13.0,yrs
15408,NE,R_WH_OFHE_DISTOIL_N,13.0,yrs
15415,NE,R_WH_OFST_DISTOIL_N,13.0,yrs
15422,NE,R_WH_OF_DISTOIL_R,13.0,yrs
15424,NE,R_WH_SOLELC_R,22.0,yrs
15430,NE,R_WH_SOLST_ELC_N,22.0,yrs
